"Job ID";"Internal ID";"Task ID";"Project ID";"Source";"Target";"Created";"Created by";"Job due date";"Project due date";"File";"Extension";"Workflow";"Workflow level";"Job status";"Job status changed";"Project status";"Project status changed";"Linguist";"Vendor";"Wordcount";"Currency";"Rate";"Price";"Owner";"Client";"Domain";"Subdomain";"Cost Center";"Business Unit"
"200198808";"1";"u5xb7rBCihfq1UlL0_dc6";"IGBB3xVs6MEBblK9RO6qx0";"en";"ar";"03-05-2020 17:37:44";"bg_support";"";"";"Platform Agnostic_IFCN Fact Checking Organizations on WhatsApp_6.0_Public FAQ.md";"md";"";"1";"NEW";"";"NEW";"";"";"";"433";"";"0";"0";"bg_support";"";"";"";"";""
"200198809";"2";"v5xb7rBCihfq1UlL0_dc5";"IGBB3xVs6MEBblK9RO6qx0";"en";"de";"03-05-2020 17:37:44";"bg_support";"";"";"Platform Agnostic_IFCN Fact Checking Organizations on WhatsApp_6.0_Public FAQ.md";"md";"";"1";"NEW";"";"NEW";"";"";"";"433";"";"0";"0";"bg_support";"";"";"";"";""
"200198810";"3";"w5xb7rBCihfq1UlL0_dc6";"IGBB3xVs6MEBblK9RO6qx0";"en";"he";"03-05-2020 17:37:44";"bg_support";"";"";"Platform Agnostic_IFCN Fact Checking Organizations on WhatsApp_6.0_Public FAQ.md";"md";"";"1";"NEW";"";"NEW";"";"";"";"433";"";"0";"0";"bg_support";"";"";"";"";""
"200227335";"1";"X0PPeSadByuMX0Hu1_dc6";"Hzrm1r4rxBSm1Qw0eZBXJi";"zh";"en_us";"04-05-2020 09:18:24";"HrbaA";"";"";"HF本地化翻譯.xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"17770";"";"0";"0";"HrbaA";"";"";"";"";""
"200235094";"1";"bH8cjh6bNA0Wu1Hu1_dc5";"7qYTZm4VqWof3puIukLBg0";"en";"cs";"04-05-2020 10:33:23";"HrbaA";"";"";"EN text 2.docx";"docx";"";"1";"NEW";"";"NEW";"";"";"";"25";"";"0";"0";"HrbaA";"";"";"";"";""
"200328079";"2";"k0NYZzd5z5BRu8mL0_dc6";"Hzrm1r4rxBSm1Qw0eZBXJi";"zh";"en_us";"05-05-2020 07:02:01";"HrbaA";"";"";"zh Tags.xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"10";"";"0";"0";"HrbaA";"";"";"";"";""
"200328267";"3";"xf1QDycmy9xzv8mL0_dc5";"Hzrm1r4rxBSm1Qw0eZBXJi";"zh";"en_us";"05-05-2020 07:03:35";"HrbaA";"";"";"zh Tags - Copy.xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"10";"";"0";"0";"HrbaA";"";"";"";"";""
"200328447";"4";"d08QDycmy9x6w8mL0_dc6";"Hzrm1r4rxBSm1Qw0eZBXJi";"zh";"en_us";"05-05-2020 07:04:45";"HrbaA";"";"";"zh Tags - Copy.xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"12";"";"0";"0";"HrbaA";"";"";"";"";""
"200328647";"5";"wWI0Zzd5z5B13hIu1_dc6";"Hzrm1r4rxBSm1Qw0eZBXJi";"zh";"en_us";"05-05-2020 07:08:47";"HrbaA";"";"";"zh Tags.xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"10";"";"0";"0";"HrbaA";"";"";"";"";""
"200329234";"1";"";"ckvQ6BMVNcbEc1cPb3wie6";"de";"es";"05-05-2020 07:17:42";"z_support";"";"";"METO Regalordnung Katalog_ DE [OR].docx";"docx";"";"1";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"z_support";"";"";"";"";""
"200329458";"6";"iQq1Zzd5z555F8mL0_dc5";"Hzrm1r4rxBSm1Qw0eZBXJi";"zh";"en_us";"05-05-2020 07:23:53";"HrbaA";"";"";"zh Tags.xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"10";"";"0";"0";"HrbaA";"";"";"";"";""
"200329951";"2";"";"ckvQ6BMVNcbEc1cPb3wie6";"de";"es";"05-05-2020 07:30:21";"z_support";"";"";"METO Regalordnung Katalog_ DE [OR].docx";"docx";"";"1";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"z_support";"";"";"";"";""
"200330720";"3";"";"ckvQ6BMVNcbEc1cPb3wie6";"de";"es";"05-05-2020 07:39:57";"z_support";"";"";"METO Regalordnung Katalog_ DE [OR] (1).doc";"doc";"";"1";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"z_support";"";"";"";"";""
"200336835";"24";"";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 08:59:33";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Translation";"1";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"dk_support";"";"";"";"";""
"200336836";"24";"";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 08:59:33";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Revision";"2";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"dk_support";"";"";"";"";""
"200336837";"24";"";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 08:59:33";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Translator Revision";"3";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"dk_support";"";"";"";"";""
"200336838";"25";"";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 08:59:33";"dk_support";"";"";"Kulinarik WW_RZ_final.docx";"docx";"Translation";"1";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"dk_support";"";"";"";"";""
"200336839";"25";"";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 08:59:33";"dk_support";"";"";"Kulinarik WW_RZ_final.docx";"docx";"Revision";"2";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"dk_support";"";"";"";"";""
"200336840";"25";"";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 08:59:33";"dk_support";"";"";"Kulinarik WW_RZ_final.docx";"docx";"Translator Revision";"3";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"dk_support";"";"";"";"";""
"200337093";"26";"dj1X6CzdL4f6n9mL0_dc6";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:02:04";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Translation";"1";"NEW";"";"NEW";"";"";"";"636";"";"0";"0";"dk_support";"";"";"";"";""
"200337094";"26";"dj1X6CzdL4f6n9mL0_dc6";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:02:04";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Revision";"2";"NEW";"";"NEW";"";"";"";"636";"";"0";"0";"dk_support";"";"";"";"";""
"200337095";"26";"dj1X6CzdL4f6n9mL0_dc6";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:02:04";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Translator Revision";"3";"NEW";"";"NEW";"";"";"";"636";"";"0";"0";"dk_support";"";"";"";"";""
"200337096";"27";"fj1X6CzdL4f6n9mL0_dc6";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:02:04";"dk_support";"";"";"Kulinarik WW_RZ_final.docx";"docx";"Translation";"1";"NEW";"";"NEW";"";"";"";"482";"";"0";"0";"dk_support";"";"";"";"";""
"200337097";"27";"fj1X6CzdL4f6n9mL0_dc6";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:02:04";"dk_support";"";"";"Kulinarik WW_RZ_final.docx";"docx";"Revision";"2";"NEW";"";"NEW";"";"";"";"482";"";"0";"0";"dk_support";"";"";"";"";""
"200337098";"27";"fj1X6CzdL4f6n9mL0_dc6";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:02:04";"dk_support";"";"";"Kulinarik WW_RZ_final.docx";"docx";"Translator Revision";"3";"NEW";"";"NEW";"";"";"";"482";"";"0";"0";"dk_support";"";"";"";"";""
"200337137";"28";"";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:02:59";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Translation";"1";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"dk_support";"";"";"";"";""
"200337138";"28";"";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:02:59";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Revision";"2";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"dk_support";"";"";"";"";""
"200337139";"28";"";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:02:59";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Translator Revision";"3";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"dk_support";"";"";"";"";""
"200337423";"29";"Vq47GMxyNyiAI4Hn_dc6";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:06:25";"dk_support";"";"";"Test file.docx";"docx";"Translation";"1";"NEW";"";"NEW";"";"";"";"14";"";"0";"0";"dk_support";"";"";"";"";""
"200337424";"29";"Vq47GMxyNyiAI4Hn_dc6";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:06:25";"dk_support";"";"";"Test file.docx";"docx";"Revision";"2";"NEW";"";"NEW";"";"";"";"14";"";"0";"0";"dk_support";"";"";"";"";""
"200337425";"29";"Vq47GMxyNyiAI4Hn_dc6";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:06:25";"dk_support";"";"";"Test file.docx";"docx";"Translator Revision";"3";"NEW";"";"NEW";"";"";"";"14";"";"0";"0";"dk_support";"";"";"";"";""
"200337505";"30";"QNd1Q03qa5Z6QiIu1_dc5";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:08:22";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Translation";"1";"NEW";"";"NEW";"";"";"";"659";"";"0";"0";"dk_support";"";"";"";"";""
"200337506";"30";"QNd1Q03qa5Z6QiIu1_dc5";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:08:22";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Revision";"2";"NEW";"";"NEW";"";"";"";"659";"";"0";"0";"dk_support";"";"";"";"";""
"200337507";"30";"QNd1Q03qa5Z6QiIu1_dc5";"m05ig5EH64hN9i9XwFKaa4";"en";"de";"05-05-2020 09:08:22";"dk_support";"";"";"07 A2 Köpfe Mosel PB Konstantin 1_final.docx";"docx";"Translator Revision";"3";"NEW";"";"NEW";"";"";"";"659";"";"0";"0";"dk_support";"";"";"";"";""
"200338834";"1";"HS3v3PNCnynoN4Hn_dc5";"8kpfLDvjYoXW9JbMSWVfn3";"en";"de";"05-05-2020 09:26:56";"dk_support";"";"";"test_ML_excel.xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"6";"";"0";"0";"dk_support";"";"";"";"";""
"200339128";"2";"QZ1fkx35z55iz9mL0_dc5";"8kpfLDvjYoXW9JbMSWVfn3";"en";"es";"05-05-2020 09:28:07";"dk_support";"";"";"test_ML_excel.xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"6";"";"0";"0";"dk_support";"";"";"";"";""
"200339136";"3";"zejmi14my9xjz9mL0_dc5";"8kpfLDvjYoXW9JbMSWVfn3";"en";"fr";"05-05-2020 09:28:11";"dk_support";"";"";"test_ML_excel.xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"6";"";"0";"0";"dk_support";"";"";"";"";""
"200339138";"4";"khjmi14my9xlz9mL0_dc5";"8kpfLDvjYoXW9JbMSWVfn3";"en";"hu";"05-05-2020 09:28:12";"dk_support";"";"";"test_ML_excel.xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"6";"";"0";"0";"dk_support";"";"";"";"";""
"200339139";"5";"N51gkx35z55mz9mL0_dc5";"8kpfLDvjYoXW9JbMSWVfn3";"en";"it";"05-05-2020 09:28:13";"dk_support";"";"";"test_ML_excel.xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"6";"";"0";"0";"dk_support";"";"";"";"";""
"200339156";"2";"Dgwmi14my91o7jIu1_dc5";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:28:55";"marie.foltynova";"";"30-05-2020 22:00:00";"EU White Paper Edited.doc";"doc";"Pre-editing";"1";"ASSIGNED";"05-05-2020 09:48:04";"ASSIGNED";"05-05-2020 09:48:54";"426849";"";"217";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339172";"3";"4WDmi14my91c8jIu1_dc5";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:29:47";"marie.foltynova";"";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Pre-editing";"1";"ASSIGNED";"05-05-2020 09:48:04";"ASSIGNED";"05-05-2020 09:48:54";"426849";"";"253";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339231";"1.1";"ygwmi14my91o7jIu1_dc6";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:30:24";"marie.foltynova";"04-05-2020 22:00:00";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Pre-editing";"1";"DECLINED_BY_LINGUIST";"05-05-2020 09:49:07";"ASSIGNED";"05-05-2020 09:48:54";"vilem.lingvista";"";"24";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339232";"1.2";"ygwmi14my91o7jIu1_dc6";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:30:24";"marie.foltynova";"";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Pre-editing";"1";"COMPLETED_BY_LINGUIST";"05-05-2020 09:32:02";"ASSIGNED";"05-05-2020 09:48:54";"";"";"74";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339233";"1.3";"ygwmi14my91o7jIu1_dc6";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:30:24";"marie.foltynova";"";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Pre-editing";"1";"COMPLETED_BY_LINGUIST";"05-05-2020 09:32:02";"ASSIGNED";"05-05-2020 09:48:54";"";"";"58";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339234";"1.4";"ygwmi14my91o7jIu1_dc6";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:30:24";"marie.foltynova";"";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Pre-editing";"1";"COMPLETED_BY_LINGUIST";"05-05-2020 09:32:02";"ASSIGNED";"05-05-2020 09:48:54";"";"";"32";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339235";"1.5";"ygwmi14my91o7jIu1_dc6";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:30:24";"marie.foltynova";"";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Pre-editing";"1";"COMPLETED_BY_LINGUIST";"05-05-2020 09:32:02";"ASSIGNED";"05-05-2020 09:48:54";"";"";"51";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339236";"1.6";"ygwmi14my91o7jIu1_dc6";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:30:24";"marie.foltynova";"";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Pre-editing";"1";"COMPLETED_BY_LINGUIST";"05-05-2020 09:32:02";"ASSIGNED";"05-05-2020 09:48:54";"";"";"3";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339237";"1.7";"ygwmi14my91o7jIu1_dc6";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:30:24";"marie.foltynova";"";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Pre-editing";"1";"COMPLETED_BY_LINGUIST";"05-05-2020 09:32:02";"ASSIGNED";"05-05-2020 09:48:54";"";"";"4";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339238";"1.8";"ygwmi14my91o7jIu1_dc6";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:30:24";"marie.foltynova";"";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Pre-editing";"1";"COMPLETED_BY_LINGUIST";"05-05-2020 09:32:02";"ASSIGNED";"05-05-2020 09:48:54";"";"";"2";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339239";"1.9";"ygwmi14my91o7jIu1_dc6";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:30:24";"marie.foltynova";"";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Pre-editing";"1";"COMPLETED_BY_LINGUIST";"05-05-2020 09:32:02";"ASSIGNED";"05-05-2020 09:48:54";"";"";"5";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339470";"1";"ygwmi14my91o7jIu1_dc6";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:35:34";"marie.foltynova";"";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Preparation task";"2";"NEW";"";"ASSIGNED";"05-05-2020 09:48:54";"";"";"253";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339471";"2";"Dgwmi14my91o7jIu1_dc5";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:35:34";"marie.foltynova";"";"30-05-2020 22:00:00";"EU White Paper Edited.doc";"doc";"Preparation task";"2";"NEW";"";"ASSIGNED";"05-05-2020 09:48:54";"";"";"217";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200339472";"3";"4WDmi14my91c8jIu1_dc5";"aC3CGV1JZ3iZjGTY4Prop6";"en";"cs";"05-05-2020 09:35:34";"marie.foltynova";"";"30-05-2020 22:00:00";"EN_abstract_Including_NT.docx";"docx";"Preparation task";"2";"NEW";"";"ASSIGNED";"05-05-2020 09:48:54";"";"";"253";"";"0";"0";"marie.foltynova";"";"";"";"";""
"200340603";"1";"gii4q11qa5Z8rjIu1_dc6";"o6Ps1bY3aqNdbOndIXBVP1";"en";"sv";"05-05-2020 09:49:58";"Msupport";"";"05-05-2020 11:50:02";"Pasted text.txt";"txt";"Translation";"1";"NEW";"";"NEW";"";"";"";"1";"";"0";"0";"Msupport";"";"";"";"";""
"200340604";"1";"gii4q11qa5Z8rjIu1_dc6";"o6Ps1bY3aqNdbOndIXBVP1";"en";"sv";"05-05-2020 09:49:58";"Msupport";"";"05-05-2020 11:50:02";"Pasted text.txt";"txt";"Revision";"2";"NEW";"";"NEW";"";"";"";"1";"";"0";"0";"Msupport";"";"";"";"";""
"200340660";"1";"Yuk4q11qa5ZhsjIu1_dc6";"QH3QIPJH01BqOQjlrWpM06";"en";"sv";"05-05-2020 09:51:12";"Msupport";"";"05-05-2020 11:51:14";"Pasted text.txt";"txt";"Translation";"1";"NEW";"";"NEW";"";"";"";"1";"";"0";"0";"Msupport";"";"";"";"";""
"200340661";"1";"Yuk4q11qa5ZhsjIu1_dc6";"QH3QIPJH01BqOQjlrWpM06";"en";"sv";"05-05-2020 09:51:12";"Msupport";"";"05-05-2020 11:51:14";"Pasted text.txt";"txt";"Revision";"2";"NEW";"";"NEW";"";"";"";"1";"";"0";"0";"Msupport";"";"";"";"";""
"200344098";"5";"";"ckvQ6BMVNcbEc1cPb3wie6";"de";"es";"05-05-2020 10:10:21";"HrbaA";"";"";"METO Regalordnung Katalog_ DE [OR].docx";"docx";"";"1";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"z_support";"";"";"";"";""
"200358726";"1";"kjSF3PNCnyDfs5Hn_dc6";"6S0LnltzoINKhWYYSDQ1J2";"en_gb";"de_de";"05-05-2020 12:29:50";"hv_support";"";"";"EN - Scars and stretch marks - FULL.srt";"srt";"";"1";"NEW";"";"NEW";"";"";"";"279";"";"0";"0";"hv_support";"";"";"";"";""
"200361721";"1";"cuMxi14my9xDbbmL0_dc5";"hjAA8BM64qUbaFoAFg1hS7";"en";"cs";"05-05-2020 13:10:38";"HrbaA";"";"";"EN text.docx";"docx";"Translation";"1";"NEW";"";"NEW";"";"HrbaA_linguist";"";"36";"EUR";"0.5";"18";"HrbaA";"";"";"";"";""
"200361722";"2";"duMxi14my9xDbbmL0_dc6";"hjAA8BM64qUbaFoAFg1hS7";"en";"es";"05-05-2020 13:10:38";"HrbaA";"";"";"EN text.docx";"docx";"Translation";"1";"NEW";"";"NEW";"";"HrbaA_linguist3";"";"36";"";"0";"0";"HrbaA";"";"";"";"";""
"200362192";"4";"GmQdq11qa5ZmtmIu1_dc5";"hjAA8BM64qUbaFoAFg1hS7";"en";"cs";"05-05-2020 13:17:10";"HrbaA";"";"";"ENtext2.docx";"docx";"Translation";"1";"NEW";"";"NEW";"";"HrbaA_linguist";"";"25";"EUR";"0.5";"12.5";"HrbaA";"";"";"";"";""
"200366550";"4";"v05r7CzdL4LpEbmL0_dc5";"IGBB3xVs6MEBblK9RO6qx0";"en";"ar";"05-05-2020 14:12:03";"bg_support";"";"";"Web and Desktop_About WhatsApp Web and Desktop_3.0_Public FAQ.md";"md";"";"1";"NEW";"";"NEW";"";"";"";"89";"";"0";"0";"bg_support";"";"";"";"";""
"200366551";"5";"w05r7CzdL4LpEbmL0_dc6";"IGBB3xVs6MEBblK9RO6qx0";"en";"de";"05-05-2020 14:12:03";"bg_support";"";"";"Web and Desktop_About WhatsApp Web and Desktop_3.0_Public FAQ.md";"md";"";"1";"NEW";"";"NEW";"";"";"";"89";"";"0";"0";"bg_support";"";"";"";"";""
"200366552";"6";"x05r7CzdL4LpEbmL0_dc5";"IGBB3xVs6MEBblK9RO6qx0";"en";"he";"05-05-2020 14:12:03";"bg_support";"";"";"Web and Desktop_About WhatsApp Web and Desktop_3.0_Public FAQ.md";"md";"";"1";"NEW";"";"NEW";"";"";"";"89";"";"0";"0";"bg_support";"";"";"";"";""
"200366609";"1";"";"OpMQ70rKOnhscWpMXieK96";"sk";"cs";"05-05-2020 14:13:30";"hv_support";"";"";"ukazka (1).xlsx";"xlsx";"";"1";"NEW";"";"NEW";"";"";"";"-1";"";"0";"-0";"hv_support";"";"";"";"";""
"200367656";"1";"gsvK3PNCnyT7V5Hn_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"es_419";"05-05-2020 14:33:02";"HrbaA";"";"";"messages.yaml";"yaml";"Pretranslation";"1";"EMAILED";"05-05-2020 14:38:42";"NEW";"";"254676";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367657";"1";"gsvK3PNCnyT7V5Hn_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"es_419";"05-05-2020 14:33:02";"HrbaA";"";"";"messages.yaml";"yaml";"Translation";"2";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367658";"1";"gsvK3PNCnyT7V5Hn_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"es_419";"05-05-2020 14:33:02";"HrbaA";"";"";"messages.yaml";"yaml";"Revision";"3";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367659";"1";"gsvK3PNCnyT7V5Hn_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"es_419";"05-05-2020 14:33:02";"HrbaA";"";"";"messages.yaml";"yaml";"Post-revision";"4";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367660";"2";"hsvK3PNCnyT7V5Hn_dc6";"G40JzmyK9zNooa8bnQeJe5";"en_us";"fr_fr";"05-05-2020 14:33:02";"HrbaA";"";"";"messages.yaml";"yaml";"Pretranslation";"1";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367661";"2";"hsvK3PNCnyT7V5Hn_dc6";"G40JzmyK9zNooa8bnQeJe5";"en_us";"fr_fr";"05-05-2020 14:33:02";"HrbaA";"";"";"messages.yaml";"yaml";"Translation";"2";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367662";"2";"hsvK3PNCnyT7V5Hn_dc6";"G40JzmyK9zNooa8bnQeJe5";"en_us";"fr_fr";"05-05-2020 14:33:03";"HrbaA";"";"";"messages.yaml";"yaml";"Revision";"3";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367663";"2";"hsvK3PNCnyT7V5Hn_dc6";"G40JzmyK9zNooa8bnQeJe5";"en_us";"fr_fr";"05-05-2020 14:33:03";"HrbaA";"";"";"messages.yaml";"yaml";"Post-revision";"4";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367664";"3";"jsvK3PNCnyT7V5Hn_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"hi_in";"05-05-2020 14:33:03";"HrbaA";"";"";"messages.yaml";"yaml";"Pretranslation";"1";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367665";"3";"jsvK3PNCnyT7V5Hn_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"hi_in";"05-05-2020 14:33:03";"HrbaA";"";"";"messages.yaml";"yaml";"Translation";"2";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367666";"3";"jsvK3PNCnyT7V5Hn_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"hi_in";"05-05-2020 14:33:03";"HrbaA";"";"";"messages.yaml";"yaml";"Revision";"3";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367667";"3";"jsvK3PNCnyT7V5Hn_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"hi_in";"05-05-2020 14:33:03";"HrbaA";"";"";"messages.yaml";"yaml";"Post-revision";"4";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367668";"4";"cfkAi14my9xfObmL0_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"ja_jp";"05-05-2020 14:33:03";"HrbaA";"";"";"messages.yaml";"yaml";"Pretranslation";"1";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367669";"4";"cfkAi14my9xfObmL0_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"ja_jp";"05-05-2020 14:33:03";"HrbaA";"";"";"messages.yaml";"yaml";"Translation";"2";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367670";"4";"cfkAi14my9xfObmL0_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"ja_jp";"05-05-2020 14:33:03";"HrbaA";"";"";"messages.yaml";"yaml";"Revision";"3";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
"200367671";"4";"cfkAi14my9xfObmL0_dc5";"G40JzmyK9zNooa8bnQeJe5";"en_us";"ja_jp";"05-05-2020 14:33:03";"HrbaA";"";"";"messages.yaml";"yaml";"Post-revision";"4";"NEW";"";"NEW";"";"";"";"23834";"";"0";"0";"HrbaA";"";"";"";"";""
